Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
41.160.405,False,False,True,10478,774,The American Wing,1941.0,Painting,Houqua,American,,,,,16623117619,Artist|Artist,Style of| ,George Chinnery|Ester Speakman,"British, London 1774–1852 Macau|American, 1832–1875", | ,"Chinnery, George|Speakman, Ester",British|American,1774      |1832      ,1852      |1875      ,|Female,http://vocab.getty.edu/page/ulan/500124758|,https://www.wikidata.org/wiki/Q3089402|https://www.wikidata.org/wiki/Q78163102,ca. 1843,1838,1848,Oil on canvas,25 x 18 5/8 in. (63.5 x 46.3 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10478,https://www.wikidata.org/wiki/Q19925394,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
60.90,False,False,False,10479,,The American Wing,1960.0,Watercolor,Woman in White,American,,,,,16177,Artist, ,Howard Chandler Christy,"American, Ohio 1873–1952 New York", ,"Christy, Howard Chandler",American,1873      ,1952      ,,http://vocab.getty.edu/page/ulan/500010917,https://www.wikidata.org/wiki/Q3141534,1906,1906,1906,Pastel and watercolor on cardboard,38 1/4 x 18 3/4 in. (97.2 x 47.6 cm),"George A. Hearn Fund, 1960",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10479,,,"Metropolitan Museum of Art, New York, NY",Women|Flowers,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q506
02.23,False,True,True,10480,760,The American Wing,1902.0,Painting,The Aegean Sea,American,,,,,16177,Artist, ,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York", ,"Church, Frederic Edwin",American,1826      ,1900      ,,http://vocab.getty.edu/page/ulan/500115265,https://www.wikidata.org/wiki/Q366212,ca. 1877,1874,1877,Oil on canvas,"54 in. × 84 1/4 in. (137.2 × 214 cm)
","Bequest of Mrs. William H. Osborn, 1902",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10480,https://www.wikidata.org/wiki/Q19924868,,"Metropolitan Museum of Art, New York, NY",Seas|Landscapes|Trees|Rainbows,http://vocab.getty.edu/page/aat/300008694|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300379215,https://www.wikidata.org/wiki/Q165|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q1052
09.95,True,True,True,10481,760,The American Wing,1909.0,Painting,Heart of the Andes,American,,,,,16177,Artist, ,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York", ,"Church, Frederic Edwin",American,1826      ,1900      ,,http://vocab.getty.edu/page/ulan/500115265,https://www.wikidata.org/wiki/Q366212,1859,1859,1859,Oil on canvas,"66 1/8 x 120 3/16 in. (168 x 302.9cm)
","Bequest of Margaret E. Dows, 1909",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10481,https://www.wikidata.org/wiki/Q334604,,"Metropolitan Museum of Art, New York, NY",Rivers|Waterfalls|Forests|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q34038|https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
15.30.67,True,True,True,10482,760,The American Wing,1915.0,Painting,The Parthenon,American,,,,,16177,Artist, ,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York", ,"Church, Frederic Edwin",American,1826      ,1900      ,,http://vocab.getty.edu/page/ulan/500115265,https://www.wikidata.org/wiki/Q366212,1871,1871,1871,Oil on canvas,44 1/2 x 72 5/8 in. (113 x 184.5 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10482,https://www.wikidata.org/wiki/Q19923916,,"Metropolitan Museum of Art, New York, NY",Ruins,http://vocab.getty.edu/page/aat/300008057,https://www.wikidata.org/wiki/Q109607
37.82,False,False,True,10483,,The American Wing,1937.0,"Painting, miniature",Dr. Samuel A. Bemis,American,,,,,241,Artist, ,Alvan Clark,1804–1887, ,"Clark, Alvan",American,1804      ,1887      ,,http://vocab.getty.edu/page/ulan/500009532,https://www.wikidata.org/wiki/Q448267,ca. 1840,1837,1840,Watercolor on ivory,3 x 2 1/2 in. (7.6 x 6.4 cm),"Fletcher Fund, 1937",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10483,https://www.wikidata.org/wiki/Q20177942,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
38.146.3,False,False,True,10484,,The American Wing,1938.0,"Painting, miniature",Portrait of a Lady,American,,,,,241,Artist, ,Alvan Clark,1804–1887, ,"Clark, Alvan",American,1804      ,1887      ,,http://vocab.getty.edu/page/ulan/500009532,https://www.wikidata.org/wiki/Q448267,ca. 1835,1832,1835,Watercolor on ivory,Sight: 3 7/16 x 2 9/16 in. (8.7 x 6.5 cm),"Fletcher Fund, 1938",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10484,https://www.wikidata.org/wiki/Q19924744,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
50.187.45,False,False,True,10485,,The American Wing,1950.0,"Painting, miniature",Mrs. Alvan Clark (Maria Pease),American,,,,,241,Artist, ,Alvan Clark,1804–1887, ,"Clark, Alvan",American,1804      ,1887      ,,http://vocab.getty.edu/page/ulan/500009532,https://www.wikidata.org/wiki/Q448267,1835–40,1827,1830,Watercolor on ivory,2 1/4 x 1 13/16 in. (5.7 x 4.6 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10485,https://www.wikidata.org/wiki/Q19925619,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
38.146.15,False,False,True,10486,,The American Wing,1938.0,"Painting, miniature",Mrs. Henry Pratt (Rebecca Claypoole),American,,,,,,,,,,,,,,,,,,,1775,1800,Watercolor and gouache on vellum,Sight: 1 5/8 x 1 1/4 in. (4.1 x 3.2 cm),"Fletcher Fund, 1938",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10486,https://www.wikidata.org/wiki/Q19924805,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
36.17,False,False,True,10487,774,The American Wing,1936.0,Bust,Henry Clay,American,,,,,242,Artist, ,Shobal Vail Clevenger,1812–1843, ,"Clevenger, Shobal Vail",American,1812      ,1843      ,,,,1837; carved ca. 1841–46,1837,1846,Marble,24 1/2 x 19 x 10 1/2 in. (62.2 x 48.3 x 26.7 cm),"Gift of Estate of J. Hampden Robb, 1936",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10487,https://www.wikidata.org/wiki/Q116378129,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
